"cid","name","star","rating","rating_title","number_of_ratings","price","url","lat","lon"
26,"Hôtel Casa Marina","3 étoiles","8.9","Superbe","472 expériences vécues","€ 94","https://www.booking.com/hotel/fr/casa-marina-saintes-maries-de-la-mer.fr.html?sid=166d2385d3f4c5db67b8667f877e4865","43.45113300","4.43095300"
26,"Auberge de la Fadaise","","8.5","Très bien","367 expériences vécues","€ 81,37","https://www.booking.com/hotel/fr/auberge-de-la-fadaise.fr.html?sid=166d2385d3f4c5db67b8667f877e4865","43.48647018","4.40415502"
26,"Vila De La Mar & Spa","4 étoiles","8.2","Très bien","442 expériences vécues","€ 170","https://www.booking.com/hotel/fr/bastide-blanche-saintes-maries-de-la-mer.fr.html?sid=166d2385d3f4c5db67b8667f877e4865","43.45334531","4.43066597"
27,"Hôtel Princes de Catalogne","3 étoiles","8.1","Très bien","1 516 expériences vécues","","https://www.booking.com/hotel/fr/princes-de-catalogne.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52591431","3.08268160"
27,"Hôtel Triton","2 étoiles","7.4","Bien","953 expériences vécues","€ 64","https://www.booking.com/hotel/fr/triton.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52371617","3.08713473"
27,"Hôtel la Bona Casa","","8.4","Très bien","801 expériences vécues","€ 82,68","https://www.booking.com/hotel/fr/la-bona-casa.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52547153","3.08269870"
27,"La Frégate","3 étoiles","8.1","Très bien","1 193 expériences vécues","€ 85,30","https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52638625","3.08325659"
27,"Hôtel des Templiers","2 étoiles","8.1","Très bien","758 expériences vécues","€ 89,98","https://www.booking.com/hotel/fr/ha-tel-des-templiers.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52666546","3.08394089"
27,"Le Madeloc Hôtel & Spa","3 étoiles","8.8","Superbe","709 expériences vécues","€ 106,48","https://www.booking.com/hotel/fr/madeloc.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52876467","3.07865426"
27,"Chambres Rue de la République","","7.6","Bien","409 expériences vécues","","https://www.booking.com/hotel/fr/chambres-rue-de-la-republique.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52556370","3.08279672"
27,"Hôtel La Casa Pairal","4 étoiles","8.7","Superbe","682 expériences vécues","€ 145,50","https://www.booking.com/hotel/fr/hotelcasapairal.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52616733","3.08235571"
27,"Le Mas des Citronniers","3 étoiles","8","Très bien","844 expériences vécues","","https://www.booking.com/hotel/fr/lesmasdescitronniers.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52538159","3.08256391"
27,"Hotel Méditerranée","3 étoiles","7.9","Bien","760 expériences vécues","","https://www.booking.com/hotel/fr/mediterranee-collioure.fr.html?sid=aec7a7bbe40c9adb1a69e2797d9bbf69","42.52708254","3.08026291"
28,"SOWELL HOTELS Les Chevaliers","4 étoiles","8.2","Très bien","3 358 expériences vécues","€ 59,80","https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.21103244","2.35819995"
28,"ibis budget Carcassonne La Cité","2 étoiles","7.7","Bien","3 196 expériences vécues","€ 35,99","https://www.booking.com/hotel/fr/ibis-budget-carcassonne-la-cite.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20765481","2.37880826"
28,"ibis budget Carcassonne Aéroport - A61","2 étoiles","7.8","Bien","1 571 expériences vécues","€ 35,99","https://www.booking.com/hotel/fr/etap-carcassonne-aeroport.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20451891","2.31039047"
28,"ibis Styles Carcassonne La Cité","3 étoiles","8.6","Superbe","2 316 expériences vécues","€ 63,43","https://www.booking.com/hotel/fr/inter-les-oliviers.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20758443","2.37271428"
28,"Best Western Plus Le Donjon - Cœur de La Cité Médiévale","4 étoiles","8.4","Très bien","2 141 expériences vécues","€ 103,13","https://www.booking.com/hotel/fr/bestwesternledonjon.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20646420","2.36363366"
28,"Mercure Carcassonne Porte De La Cité","4 étoiles","8.2","Très bien","1 922 expériences vécues","€ 82,16","https://www.booking.com/hotel/fr/carcassonne-porte-de-la-cite.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20716410","2.36981213"
28,"Hôtel Montmorency & Spa","3 étoiles","8.4","Très bien","1 333 expériences vécues","€ 67,86","https://www.booking.com/hotel/fr/montmorency.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20706635","2.36708701"
28,"Audotel","2 étoiles","8","Très bien","1 244 expériences vécues","€ 42,98","https://www.booking.com/hotel/fr/ptit-dej-audotel.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20528921","2.40765542"
28,"Hôtel l'Aragon","3 étoiles","8.6","Superbe","2 045 expériences vécues","€ 67,43","https://www.booking.com/hotel/fr/l-aragon.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20779948","2.36734718"
28,"Hotel Espace Cite","2 étoiles","8.5","Très bien","2 138 expériences vécues","€ 60,99","https://www.booking.com/hotel/fr/inter-espace-cite.fr.html?sid=2147de0548eebe6d1d471c36b9e20a7e","43.20835470","2.36776024"
30,"ibis budget Toulouse Centre Gare","2 étoiles","7.4","Bien","5 147 expériences vécues","€ 42,99","https://www.booking.com/hotel/fr/ibis-budget-toulouse-centre.fr.html?sid=db002fee5243f928f479a49310882a78","43.61560862","1.44477457"
30,"Ibis Styles Toulouse Centre Canal du Midi","3 étoiles","7.2","Bien","1 686 expériences vécues","€ 53,50","https://www.booking.com/hotel/fr/kyriad-toulouse.fr.html?sid=db002fee5243f928f479a49310882a78","43.60147090","1.45706829"
30,"Hotel Ours Blanc - Place Victor Hugo","2 étoiles","7.2","Bien","2 256 expériences vécues","€ 42,99","https://www.booking.com/hotel/fr/ours-blanc-25-place-victor-hugo.fr.html?sid=db002fee5243f928f479a49310882a78","43.60701882","1.44618474"
30,"Le Grand Balcon Hotel","4 étoiles","8.7","Superbe","1 717 expériences vécues","€ 109","https://www.booking.com/hotel/fr/le-grand-balcon-toulouse.fr.html?sid=db002fee5243f928f479a49310882a78","43.60487367","1.44249469"
30,"Campanile Toulouse Purpan","3 étoiles","8.3","Très bien","3 284 expériences vécues","€ 48,40","https://www.booking.com/hotel/fr/campanilepurpan.fr.html?sid=db002fee5243f928f479a49310882a78","43.60681004","1.39372945"
30,"ibis budget Toulouse Cité de l'Espace 2","2 étoiles","7.3","Bien","1 779 expériences vécues","€ 43,99","https://www.booking.com/hotel/fr/ibis-budget-toulouse-cita-c-de-l-espace-2.fr.html?sid=db002fee5243f928f479a49310882a78","43.58447234","1.49344003"
30,"Hotel Ours Blanc - Centre","3 étoiles","7.2","Bien","2 013 expériences vécues","€ 56,65","https://www.booking.com/hotel/fr/ours-blanc-centre.fr.html?sid=db002fee5243f928f479a49310882a78","43.60627400","1.44707523"
30,"Campanile Toulouse Balma - Cité de l'Espace","3 étoiles","8.3","Très bien","2 221 expériences vécues","€ 60,15","https://www.booking.com/hotel/fr/campaniletoulousecitedelespace.fr.html?sid=db002fee5243f928f479a49310882a78","43.58409510","1.49317369"
30,"Premiere Classe Toulouse Sesquières","1 étoiles","5.8","Note","2 208 expériences vécues","€ 39,88","https://www.booking.com/hotel/fr/premiereclassetoulouse.fr.html?sid=db002fee5243f928f479a49310882a78","43.64653885","1.41912930"
30,"ibis Styles Toulouse Centre Gare","3 étoiles","7.9","Bien","1 747 expériences vécues","€ 53,65","https://www.booking.com/hotel/fr/terminus-toulouse.fr.html?sid=db002fee5243f928f479a49310882a78","43.61112245","1.45225525"
31,"Abbaye des Capucins Spa & Resort","4 étoiles","8.4","Très bien","1 738 expériences vécues","€ 111,10","https://www.booking.com/hotel/fr/abbaye-des-capucins-spa-and-resort.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.02054293","1.34956688"
31,"Premiere Classe Montauban","1 étoiles","5.2","Note","1 658 expériences vécues","€ 37,55","https://www.booking.com/hotel/fr/hotelpremiereclasse.fr.html?sid=7f1f5086992076b14f7536a411846bb4","43.98291262","1.33401543"
31,"B&B Hôtel Montauban","2 étoiles","8","Très bien","973 expériences vécues","€ 59,50","https://www.booking.com/hotel/fr/b-amp-b-montauban.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.04011965","1.38602390"
31,"Hotel Kyriad Montauban","3 étoiles","7.5","Bien","755 expériences vécues","€ 55,90","https://www.booking.com/hotel/fr/kyriad-montauban-montauban.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.04666211","1.39004409"
31,"ibis budget Montauban Les Chaumes","2 étoiles","7.7","Bien","535 expériences vécues","€ 52,75","https://www.booking.com/hotel/fr/ibis-budget-montauban-les-chaumes.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.00649224","1.38643178"
31,"hotelF1 Montauban","","5.6","Note","529 expériences vécues","€ 26,99","https://www.booking.com/hotel/fr/hotelf1-montauban.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.00734700","1.38512900"
31,"Brit Hotel Confort Montauban","3 étoiles","7.5","Bien","443 expériences vécues","€ 59,80","https://www.booking.com/hotel/fr/deltour-montauban-city.fr.html?sid=7f1f5086992076b14f7536a411846bb4","43.98081084","1.33039445"
31,"ibis Montauban","3 étoiles","8","Très bien","577 expériences vécues","€ 69,90","https://www.booking.com/hotel/fr/ha-tel-ibis-montauban.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.00536750","1.38373420"
31,"Kyriad Montauban Sud - Albasud","3 étoiles","6.4","Note","441 expériences vécues","€ 49,90","https://www.booking.com/hotel/fr/hoteletrestaurantcampanilemontauban.fr.html?sid=7f1f5086992076b14f7536a411846bb4","43.98204027","1.33269846"
31,"Kyriad Direct Montauban Centre","2 étoiles","7.3","Bien","751 expériences vécues","€ 54,11","https://www.booking.com/hotel/fr/kyriad-direct-montauban-centre.fr.html?sid=7f1f5086992076b14f7536a411846bb4","44.02246008","1.35816604"
32,"Hôtel Le Windsor Biarritz","4 étoiles","8.5","Très bien","1 889 expériences vécues","€ 107,60","https://www.booking.com/hotel/fr/inter-windsor.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.48437426","-1.55863568"
32,"Campanile Biarritz","3 étoiles","6.6","Note","2 662 expériences vécues","€ 60,30","https://www.booking.com/hotel/fr/campanile-biarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.46638758","-1.54004395"
32,"Best Western Kemaris","3 étoiles","8.3","Très bien","1 915 expériences vécues","€ 62,50","https://www.booking.com/hotel/fr/best-western-kemaris.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.47650270","-1.56245649"
32,"Premiere Classe Biarritz","","5.1","Note","3 180 expériences vécues","€ 37,50","https://www.booking.com/hotel/fr/premiere-classe-biarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.46632918","-1.54057503"
32,"Radisson Blu Hotel Biarritz","4 étoiles","7.5","Bien","1 708 expériences vécues","€ 109,30","https://www.booking.com/hotel/fr/radisson-blu-hotel-biarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.47827192","-1.56469077"
32,"Sure Hotel by Best Western Biarritz Aeroport","3 étoiles","7.7","Bien","1 250 expériences vécues","€ 59,95","https://www.booking.com/hotel/fr/amaryshotel.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.47220790","-1.53489947"
32,"Grand Tonic Hotel & SPA Biarritz","4 étoiles","7.7","Bien","1 449 expériences vécues","€ 92,40","https://www.booking.com/hotel/fr/tonic-hotel-biarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.48447351","-1.55694455"
32,"Hôtel Cosmopolitain","3 étoiles","8.4","Très bien","1 071 expériences vécues","€ 76,60","https://www.booking.com/hotel/fr/palacito.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.48217900","-1.56183958"
32,"Best Western Plus Hôtel Littéraire Jules Verne","4 étoiles","8.3","Très bien","901 expériences vécues","€ 74,45","https://www.booking.com/hotel/fr/karitza-biarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.47853954","-1.55539960"
32,"Hôtel Le Biarritz","3 étoiles","7.6","Bien","1 380 expériences vécues","€ 106,30","https://www.booking.com/hotel/fr/hotellebiarritz.fr.html?sid=06150c28fb24ad6aab4aa5be173c6e26","43.46889876","-1.56856120"
33,"ibis budget Bayonne","2 étoiles","7.7","Bien","4 542 expériences vécues","€ 44,80","https://www.booking.com/hotel/fr/ibis-budget-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.48908262","-1.45717809"
33,"Hotel Cote Basque","2 étoiles","8","Très bien","3 334 expériences vécues","€ 58,94","https://www.booking.com/hotel/fr/cote-basque.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49618306","-1.46960109"
33,"Campanile Bayonne","3 étoiles","6.6","Note","1 491 expériences vécues","€ 50,29","https://www.booking.com/hotel/fr/campanile-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49112493","-1.45484090"
33,"Premiere Classe Bayonne","","6","Note","2 028 expériences vécues","€ 47,25","https://www.booking.com/hotel/fr/premiere-classe-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49048959","-1.45203531"
33,"Okko Hotels Bayonne Centre","4 étoiles","8.5","Très bien","2 124 expériences vécues","€ 90,94","https://www.booking.com/hotel/fr/okko-hotels-bayonne-centre.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49534430","-1.48251180"
33,"B&B Hôtel Bayonne","2 étoiles","7.3","Bien","1 447 expériences vécues","€ 55,88","https://www.booking.com/hotel/fr/b-amp-b-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.46451470","-1.49596530"
33,"ibis Bayonne Centre","3 étoiles","7.9","Bien","1 178 expériences vécues","€ 59,79","https://www.booking.com/hotel/fr/ibis-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49271300","-1.46565900"
33,"Hôtel Villa KOEGUI Bayonne","4 étoiles","8.9","Superbe","759 expériences vécues","€ 97,20","https://www.booking.com/hotel/fr/villa-koegui-bayonne.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49237100","-1.47258800"
33,"Hôtel Le Bayonne","4 étoiles","7.9","Bien","2 779 expériences vécues","€ 64,97","https://www.booking.com/hotel/fr/le-bayonne-ha-tel.fr.html?sid=09e221c929442b0babf281b727b3f874","43.48502620","-1.47537053"
33,"ibis Styles Bayonne","3 étoiles","8.2","Très bien","876 expériences vécues","€ 62,29","https://www.booking.com/hotel/fr/loustau.fr.html?sid=09e221c929442b0babf281b727b3f874","43.49540574","-1.47082418"
34,"Hôtel Le Rochelois","2 étoiles","8","Très bien","2 951 expériences vécues","€ 66,98","https://www.booking.com/hotel/fr/le-rochelois.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15418175","-1.18243652"
34,"Première Classe La Rochelle Centre - Les Minimes","2 étoiles","7.6","Bien","3 439 expériences vécues","€ 43,89","https://www.booking.com/hotel/fr/premia-re-classe-la-rochelle-centre-les-minimes.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.14702834","-1.15308466"
34,"Hôtel Altica La Rochelle","2 étoiles","6.9","Note","1 800 expériences vécues","€ 44,98","https://www.booking.com/hotel/fr/altica-la-rochelle.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.14939066","-1.15375221"
34,"Hôtel Kyriad La Rochelle Centre Ville","3 étoiles","8.1","Très bien","2 465 expériences vécues","€ 60,65","https://www.booking.com/hotel/fr/kyriad-la-rochelle-centre.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15779643","-1.13840461"
34,"Hotel La Fabrique","3 étoiles","8.5","Très bien","1 912 expériences vécues","€ 78,30","https://www.booking.com/hotel/fr/la-fabrique-la-rochelle.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15615500","-1.14858300"
34,"B&B La Rochelle Centre","2 étoiles","8.1","Très bien","1 435 expériences vécues","€ 54,18","https://www.booking.com/hotel/fr/b-amp-b-la-rochelle-centre.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15450177","-1.14467164"
34,"Maisons du Monde Hôtel & Suites - La Rochelle Vieux Port","4 étoiles","8.4","Très bien","1 034 expériences vécues","€ 105,06","https://www.booking.com/hotel/fr/inter-saint-jean-d-acre.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15619304","-1.15443483"
34,"Kyriad La Rochelle Centre - Les Minimes","3 étoiles","8","Très bien","2 126 expériences vécues","€ 60,65","https://www.booking.com/hotel/fr/kyriad-la-rochelle-centre-les-minimes-xml.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.14630971","-1.15289390"
34,"Central Park Hôtel & Spa","4 étoiles","8.7","Superbe","1 817 expériences vécues","€ 90,06","https://www.booking.com/hotel/fr/central-park-amp-spa.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15891333","-1.16082335"
34,"ibis La Rochelle Vieux Port","3 étoiles","8.2","Très bien","1 842 expériences vécues","€ 68,65","https://www.booking.com/hotel/fr/ibis-la-rochelle-vieux-port.fr.html?sid=7240f81f0addba4c934c8378c3bd2d8a","46.15582940","-1.14855800"
